0.697646; 0.29384; 0.132073; 0.219637; 0.289418; 0.229829; 0.0232582; 0.00322173; 0.0033134; 0.00122135; 0.00151362; 0.0028992; 0.222059; 2.49864e-161; 1.08247e-063; 1.00821e-189; 3.12675e-163; 5.43104e-162; 6.78141e-163; 8.13286e-063; 1.29929e-161; 2.32771e-163; 8.53657e-163; 0.0022231; 0.00197411; 0.00355696; 5.10331e-013; 2.55165e-012; 1.17376e-011; 1.02066e-011; 5.28421e-014; 0.0576405
0.697469; 0.328071; 0.130393; 0.273264; 0.30293; 0.213903; 0.0909567; 0.00683084; 0.00620119; 0.00308556; 0.0032738; 0.00649619; 0.532927; 5.68197e-156; 4.57596e-156; 1.79248e-184; 6.07103e-158; 1.74291e-156; 4.42059e-024; 8.92115e-159; 6.53354e-057; 4.95532e-047; 1.13056e-157; 0.00274961; 0.00244166; 0.00439938; 1.46781e-011; 7.33905e-011; 3.37596e-010; 2.93562e-010; 2.13503e-012; 0.0584921
0.66218; 0.379065; 0.120239; 0.342247; 0.315079; 0.190687; 0.164813; 0.00817083; 0.00752099; 0.00442749; 0.00523144; 0.00756695; 0.747024; 1.65582e-163; 1.14521e-163; 1.84961e-167; 2.2161e-165; 5.26644e-164; 7.67618e-026; 1.54891e-166; 9.07723e-061; 4.61928e-051; 3.7354e-165; 0.00165742; 0.00147179; 0.00265187; 1.09058e-011; 5.45289e-011; 2.50833e-010; 2.18115e-010; 1.23255e-012; 0.0558425
0.638499; 0.415965; 0.125034; 0.346628; 0.323351; 0.184282; 0.206438; 0.00959855; 0.00827534; 0.00514962; 0.00501261; 0.00736124; 0.81209; 5.55742e-171; 3.55848e-171; 6.62423e-173; 5.2998e-173; 1.64929e-171; 3.52504e-172; 2.9298e-173; 1.22969e-170; 2.48426e-057; 1.38188e-172; 0.00284683; 0.00252799; 0.00455493; 1.05827e-008; 5.29134e-008; 2.43402e-007; 2.11654e-007; 1.15279e-009; 0.0550376
0.610701; 0.434974; 0.113903; 0.425318; 0.330395; 0.174772; 0.228535; 0.00703043; 0.00678966; 0.0042188; 0.00441828; 0.00686721; 0.816649; 1.02569e-172; 6.58767e-173; 7.68211e-173; 3.46748e-173; 4.84862e-173; 9.62095e-174; 1.18762e-173; 4.80948e-172; 1.68489e-060; 6.14005e-031; 0.00128112; 0.00113764; 0.00204979; 1.32338e-008; 6.6169e-008; 3.04377e-007; 2.64676e-007; 2.03692e-009; 0.0579439
0.604272; 0.512572; 0.0958444; 0.511163; 0.343962; 0.16936; 0.245567; 0.00521494; 0.00539162; 0.00373754; 0.00460032; 0.00618944; 0.814343; 1.26697e-174; 4.22022e-174; 3.50021e-173; 5.06297e-174; 1.92156e-198; 1.19781e-176; 7.09717e-174; 7.45327e-173; 1.35421e-063; 2.23476e-034; 2.1535e-006; 1.91231e-006; 3.4456e-006; 1.7228e-008; 8.614e-008; 3.96244e-007; 3.4456e-007; 3.32191e-009; 0.0443246
0.624876; 0.581167; 0.0951332; 0.55735; 0.35969; 0.163219; 0.242706; 0.00394611; 0.00455292; 0.00371891; 0.00379779; 0.00465685; 0.811659; 2.05778e-170; 3.30673e-169; 2.21639e-168; 3.77718e-169; 5.58004e-172; 5.06567e-172; 5.55023e-169; 2.57949e-168; 1.20833e-048; 4.98793e-034; 9.13011e-007; 8.10754e-007; 1.46082e-006; 7.30369e-009; 3.65184e-008; 1.67985e-007; 1.46074e-007; 9.81231e-010; 0.0418249
0.664984; 0.628066; 0.0842139; 0.599979; 0.359209; 0.191801; 0.214899; 0.00357667; 0.00573467; 0.00357389; 0.00383724; 0.00692799; 0.808411; 1.21845e-162; 5.48131e-161; 1.25424e-160; 1.23489e-161; 2.30167e-163; 3.06369e-127; 1.90689e-161; 9.3844e-161; 5.11684e-043; 1.99494e-030; 1.64335e-005; 1.4593e-005; 2.62936e-005; 1.74995e-009; 8.74975e-009; 4.02488e-008; 3.4999e-008; 2.52863e-010; 0.0302205
0.71578; 0.652054; 0.0805171; 0.605159; 0.352233; 0.241849; 0.198199; 0.00470692; 0.00627531; 0.00526362; 0.00442724; 0.00779001; 0.80735; 8.65225e-156; 9.20157e-154; 1.49625e-153; 1.25494e-154; 6.03961e-155; 2.90779e-124; 1.57947e-154; 7.90483e-154; 5.65764e-038; 1.68174e-026; 3.06085e-005; 2.71804e-005; 4.89737e-005; 3.24181e-010; 1.6209e-009; 7.45616e-009; 6.48362e-009; 3.53021e-011; 0.0255312
0.773778; 0.67283; 0.0771474; 0.61996; 0.347092; 0.320616; 0.184594; 0.00452474; 0.0104271; 0.00696417; 0.0102994; 0.00953335; 0.803139; 1.5379e-151; 3.45783e-149; 4.63753e-149; 2.60552e-151; 1.84259e-150; 8.13058e-119; 7.96732e-140; 7.96732e-140; 6.853e-034; 3.48236e-024; 0.0149881; 0.0133095; 0.023981; 7.39563e-017; 3.69782e-016; 1.701e-015; 1.47913e-015; 7.39563e-017; 0.0261157
