12;12;3,04262295081967;231;18,4229508196721;22;1125;19,1;395,7;0;0;0;203,985245901639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
12;13;2,99836065573771;234;19,3737704918033;21;1117;6,09999999999999;408,7;0;0;0;203,701639344262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
12;14;3,38196721311475;236;19,7327868852459;24;1042;6,09999999999999;408,7;0;0;0;203,334426229508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
12;15;3,53166666666667;239;20,1016666666667;26;905;10,9;402;0;0;0;202,943333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
12;16;3,66229508196721;240;19,8295081967213;27;715;12,2;408,7;0;0;0;202,365573770492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
12;17;3,20983606557377;236;19,3213114754098;30;496;12,2;408,7;0;0;0;201,65737704918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
12;18;2,69508196721312;231;17,8983606557377;35;226;12,2;408,7;0;0;0;200,96393442623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34
12;19;1,89672131147541;234;15,3360655737705;44;16;6,69999999999999;414,2;0;0;0;200,237704918033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38
12;20;1,29508196721312;120;14,4377049180328;49;0;6,09999999999999;414,8;0;0;0;199,926229508197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38
12;21;1,46393442622951;63;14,1524590163934;51;0;6,09999999999999;414,8;0;0;0;199,765573770492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51
